"","coef","exp(coef)","se(coef)","Pr(>|z|)"
"ACOT2","0.044598656328236","1.04560812748076","0.395394357385873","0.910192782122823"
"ACOT4","-0.219200765802798","0.8031604548126","0.322002192246138","0.496034068772655"
"ACOT6","0.00975761880479717","1.0098053795846","0.386219520960687","0.979844039931866"
"ACOT7","0.0270875826048169","1.0274577862522","0.39971220952481","0.945970545336975"
"ACOT8","0.170893006846904","1.18636380942631","0.463024342342","0.712068123942485"
"ACOT9","-0.0430527028964297","0.957860906692573","0.316284170564539","0.891726163031317"
"ACOX1","-0.687716923832994","0.50272251364745","0.549708670758491","0.210913653457997"
"ACOX2","-0.208597298821746","0.811722051260935","0.189274368901585","0.270422754035302"
"ACOX3","0.100638217492941","1.10587648261612","0.389217989712276","0.795970756224681"
"ACOXL","0.0159016543197374","1.01602875845307","0.192839020466038","0.934280312207822"
"ACR","0.0681786643635208","1.07055656169991","0.205551456348474","0.740125917558987"
"ACSS1","-0.0498871767886759","0.951336751313456","0.240125056331064","0.83542028464043"
"ACSS2","-0.905327135273898","0.4044095668268","0.350120635355619","0.00971652032032215"
"ACSS3","0.11793497756774","1.125170947637","0.172919402872162","0.495224525772039"
"ACTL8","0.14307658069192","1.15381815847568","0.0766516530011981","0.0619600106505572"
"ACTL9","-50.04860463416","1.8372454496558e-22","24534.1517800183","0.99837235126003"
"ACTN1","0.138359739695602","1.14838859693938","0.375785977346371","0.712733350569361"
"ACTN2","0.0259659694849699","1.02630602215665","0.115828043247684","0.822619671865261"
"ACTN3","-0.283468902817216","0.753166543133558","0.312522657839474","0.364388434729681"
"ACTN4","0.232790585688608","1.26211714625758","0.411825158310925","0.571893138739462"
"ACTR2","0.093809064024783","1.09835001136433","0.598493299762804","0.875448149090815"
"ACTR3","-0.209301349041577","0.811150759305016","0.591977676562029","0.72366647582598"
"ACTR5","0.0792157749282909","1.0824378598252","0.532251331690351","0.88168657794916"
"ACTR6","0.327278659336074","1.38718797620748","0.527849704150043","0.535243015988958"
"ACTR8","0.387896407171726","1.47387709328281","0.608523044102724","0.523838839177131"
"ACTRT1","-44.0385996570807","7.48650602067965e-20","19510.6248098035","0.998199048505525"
"ACTRT2","-41.0132185038478","1.54235916576418e-18","22109.3636367929","0.998519912395351"
"ADAM10","0.138153185738815","1.1481514172268","0.36328724330426","0.703732854672236"
"ADAM11","-0.0700198360884928","0.93237532504306","0.180985948850255","0.698845080058196"
"ADAM12","0.290414562079097","1.3369816350397","0.206696160630824","0.160011990020205"
"ADAM15","0.524727195936466","1.68999774723401","0.36987812370197","0.156001399833394"
"ADAM17","-0.0199642755128473","0.980233691027158","0.414676067162291","0.961601266706763"
"ADAM18","3.49714317616668","33.020981952619","2.17984687616532","0.108646441968409"
"ADAM19","0.0303289419675033","1.03079354945049","0.218549730518817","0.889629023397622"
"ADAM33","0.0450559551246671","1.0460863921656","0.164810772436697","0.784561189690179"
"ADAT1","-0.190922946517496","0.826196246996657","0.27500650102344","0.48752616361225"
"ADAT2","0.170285984766099","1.18564387892708","0.356465184715495","0.632858620061748"
"ADAT3","0.0983293068743472","1.10332605814666","0.272824578476075","0.718538903630504"
"ADCY1","-0.0618518086661601","0.940022179610475","0.184014724905952","0.736777183547015"
"ADCY10","-0.050721641091651","0.950543225884745","0.318531603753997","0.873483083679695"
"ADCY2","-0.108583472654937","0.897104008038209","0.101019412038091","0.282429667189681"
"ADCY3","0.547119582675491","1.72826770917857","0.429379442979097","0.202588999972742"
"ADCY4","0.25042120933801","1.28456637410365","0.222653533466423","0.260710888608168"
"ADCY5","-0.117963098548909","0.888728847393621","0.138609562581542","0.394743861524068"
"ADCY6","0.340666026466697","1.40588363452365","0.44049148961431","0.439299244378486"
"ADCY7","0.0476623174295372","1.04881642849221","0.307327393384803","0.876753156572792"
"ADCY8","0.0376553822462343","1.03837332932776","0.174015985137149","0.828683477297986"
"ADCY9","0.237037292524392","1.26748838473543","0.304038547321323","0.435609234786384"
"ADD1","0.0911871035098632","1.09547395310623","0.642009980336367","0.887053324558396"
"ADD2","-0.141457068441739","0.868092443346212","0.124617838733102","0.256322127010855"
"ADH4","0.0515274284965083","1.05287806475841","0.15790579055231","0.744184121924268"
"ADH5","-0.628153773402652","0.533575994397897","0.525573356361613","0.232017447157631"
"ADH6","-0.452220739923225","0.63621371645691","0.397776237296525","0.25559172156999"
"ADH7","-0.865509469941298","0.420837094152233","0.815268626486919","0.288406007397596"
"ADNP","-0.571346225358121","0.564764626240713","0.608576616353139","0.347821205613187"
"ADRA2B","-0.0474834820904393","0.953626224914271","0.165150480880804","0.773716898360447"
"ADRA2C","-0.0203342798868124","0.979871067364278","0.144907106666342","0.888402175894143"
"ADSL","-1.2567041988989","0.284590436014763","0.73978823613688","0.0893691181138172"
"AFMID","-0.299545387476448","0.741155082487511","0.421638774679314","0.477436712295534"
"AFTPH","0.252504356706491","1.28724510429168","0.542431001439649","0.641569839476298"
"AGFG1","0.134255598991089","1.14368510704836","0.405839679199811","0.740788426209527"
"AGFG2","-0.141868387553934","0.867735453756465","0.346637140866657","0.682341095100966"
"AGXT","0.269112677698872","1.3088026056042","0.249184455444634","0.280153857301888"
"AHCY","-0.660714706391708","0.516482069513114","0.445737177425923","0.138261390324941"
"AHNAK","0.0550087936190128","1.05654990553198","0.283583460119598","0.846193546659196"
"AHRR","0.377092032205453","1.45803848969452","0.219807801510429","0.0862438046419054"
"AIRE","-0.126184314892961","0.881452367011479","0.543977667670948","0.816564434162997"
"AKAP1","0.104138991177978","1.10975469030833","0.382754575176919","0.785562262330984"
"AKAP3","0.158861248594532","1.17217529442731","0.225203915414985","0.480554695457985"
"AKAP4","0.120801024997116","1.12840036656239","1.40932183887676","0.931692411648937"
"AKAP5","-0.407145384232563","0.665547423166132","0.280238883075787","0.146265085923046"
"AKAP6","0.085236218210307","1.0889742718725","0.286850164785212","0.766355474639859"
"AKAP7","-0.201841672303023","0.817224306942259","0.306925493635427","0.510779556346913"
"AKAP8","-0.267527818737233","0.76526904150833","0.567271972417628","0.637209361004844"
"AKAP9","-0.285821137396977","0.751397000751778","0.447479751875833","0.522995109837484"
"AKIRIN1","0.319467849013666","1.37639511939401","0.499856489299607","0.522745430171898"
"AKIRIN2","-0.0312975461992028","0.969187152215431","0.611279485409951","0.95916610420613"
"AKR1B10","-0.141346115938352","0.868188765719478","0.137298661551163","0.303254550088122"
"AKR1B15","0.000931406143089057","1.00093184003649","0.108954655810815","0.993179313682353"
"ALAS1","0.0343732190287231","1.03497080545405","0.565786942329766","0.951555971079223"
"ALAS2","0.857862314729531","2.35811439551943","0.500147176104735","0.0863049450548342"
"ALDH18A1","0.430095046106002","1.53740364083365","0.47286646709209","0.36306060176342"
"ALOX12B","0.0979504589613568","1.10290814454004","0.178731992074821","0.583671436901938"
"ALPI","-0.818138800655586","0.441252148927611","1.17396949488347","0.485865665837344"
"ALPK1","0.5069327658826","1.6601911824419","0.358812106096238","0.157712060881927"
"ALPK2","0.028557908195985","1.02896959488227","0.21117646683166","0.892428101820798"
"ALPK3","0.085101597321045","1.08882768305482","0.219828468301124","0.698661981554793"
"ALPL","0.132015949341267","1.14112651933838","0.149681344954077","0.377787634705357"
"ALPP","-0.11172525066098","0.8942899293167","0.166117302207789","0.501221901406261"
"AMMECR1L","-0.0141899723433231","0.985910230794386","0.707992941801979","0.984009442443521"
"AMN1","-0.224455730051098","0.79895094543456","0.339009249917231","0.50791147284773"
"ANGPT1","0.027104298189788","1.02747496095367","0.141981916736669","0.848604214509196"
"ANGPT2","-0.394615834577448","0.673938893544062","0.29244570184078","0.177219932538146"
"ANGPT4","0.758965709568009","2.13606576518445","0.340406954383819","0.0257751100072944"
"ANKFN1","-0.340969765875484","0.711080406774972","0.329547651282574","0.300827732579461"
"ANKFY1","0.174028218924886","1.19008914838281","0.527301544230931","0.741373152579723"
"ANKK1","-0.113068958812534","0.893089071630639","0.22104772789071","0.60899134192442"
"ANKLE1","0.2651127991857","1.30357801002357","0.211159767155255","0.209294367568933"
"ANKS1A","-0.241236926477968","0.785655461754101","0.428566730407342","0.573508201705587"
"ANKS1B","-0.0166480787028263","0.983489734723341","0.207363320025452","0.936010915682674"
"AP1B1","-0.532684765615566","0.587026822719892","0.534498812436535","0.318955754162268"
"AP2A1","0.671631933526765","1.95742910972419","0.562071497292827","0.232117273016234"
"AP2A2","0.198480497760617","1.21954824326055","0.55112593161215","0.71874514844772"
"APBA3","0.328415247586586","1.38876553410955","0.400123369726038","0.411768761837834"
"APC","-0.207438856324801","0.812662929452243","0.46670711943159","0.656700424162885"
"API5","-0.112097929355014","0.893956708609739","0.535626436770019","0.834226707273691"
"APIP","0.0544051860097901","1.05591235640359","0.323053458388325","0.866261342856121"
"APLNR","0.235951690480337","1.26611314337163","0.269359641530389","0.381044879159206"
"APOB","0.124325931796395","1.13238489109998","0.17128270361521","0.46792936603417"
"APOD","-0.201523513578401","0.817484355351627","0.107144314984084","0.0599908929378751"
"APOH","-1.36786758431961","0.25464939936588","1.64253863095191","0.404970786460505"
"APOM","-0.00938549301671217","0.990658413254837","0.272507293667703","0.97252528674804"
"APOO","0.0832692958941752","1.08683444919782","0.330559609478446","0.801115248945347"
"APP","-0.371845905486231","0.689460476415859","0.364271699960705","0.307352646367994"
"APPL1","0.567139142632746","1.76321552091188","0.593750744124616","0.339486416761927"
"APPL2","-0.465168298659338","0.628029399788842","0.423999184286577","0.272598923923834"
"ARFGAP2","-0.0820479643644301","0.921227771532096","0.591116159935441","0.889606801832787"
"ARFGAP3","-0.260976620365388","0.77029892871205","0.446454682769523","0.558848022707842"
"ARFRP1","-0.247518480016455","0.780735792667315","0.440865221735618","0.574498998069997"
"ARHGAP20","0.150717023683443","1.16266760413078","0.185985972133551","0.41772887855941"
"ARHGAP21","-0.163001309887822","0.849590075546168","0.349571886420197","0.641009092480829"
"ARHGAP22","0.180593036114253","1.19792756682216","0.229398271147332","0.431137453669259"
"ARHGAP23","-0.103384769836635","0.901779929003711","0.312576473618931","0.740833086738022"
"ARHGAP24","-0.325615511640784","0.722082766483442","0.293601483446475","0.267413334387092"
"ARHGAP25","0.189769207010548","1.20897054353072","0.215450261237688","0.378424529689667"
"ARHGAP26","-0.323292840078446","0.723761876846881","0.284051606036572","0.255058580855945"
"ARHGAP27","0.04244024159383","1.04335370535619","0.333348490093581","0.898691139494863"
"ARHGAP28","0.269524016710523","1.30934107791418","0.280346263662367","0.336352664085858"
"ARHGAP29","0.469160114704177","1.59865094578692","0.255569868456118","0.0663959543951587"
"ARHGAP42","-0.295404730121062","0.7442303140777","0.229874098064601","0.198767181000152"
"ARHGDIB","-0.124495293557908","0.882942416873965","0.269572063929335","0.644206355431975"
"ARHGEF10L","0.577214083620021","1.78106960161554","0.364098147254831","0.112892394296866"
"ARL5A","0.0667384239836222","1.06901581270157","0.495820772416857","0.892926629798492"
"ARL5B","0.051068347908365","1.05239481980987","0.348906232583098","0.883631700967229"
"ARL5C","-0.826709317470127","0.437486549581787","0.735580484009485","0.261060981962255"
"ART1","0.0629552222092204","1.06497915075002","1.28645183730042","0.960969422742692"
"ART3","0.10092985187679","1.10619904125505","0.101085903462439","0.318058170195878"
"ART4","0.133790392663933","1.1431531812375","0.13683720353351","0.328205878395742"
"ART5","-0.049616800813665","0.951594004691155","0.20313234027858","0.807030622046599"
"ARTN","0.236087210072446","1.26628473813534","0.15009895276924","0.115747271574836"
"AS3MT","-0.0872019178096386","0.916492020887429","0.167222361800966","0.602037429832645"
"ASAP1","0.405956170716536","1.50073677479903","0.416841197531827","0.330112711883109"
"ASAP2","-0.234676428906279","0.790826696893372","0.337404224633899","0.486720119244432"
"ASAP3","0.302359290163217","1.35304727596452","0.340325774228009","0.374303707297786"
"ASF1B","-0.0251243552390919","0.975188634671927","0.422352466594067","0.952564457138167"
"ASGR1","0.140577367679533","1.15093812153207","0.254647708883659","0.580916518549992"
"ASGR2","0.13701309923443","1.14684317118956","0.22291965059149","0.538799114238791"
"ASPHD1","0.457093119562947","1.57947595751249","0.199905505015109","0.0222223401252473"
"ASPHD2","-0.326082602745047","0.721745566804293","0.269798251852713","0.226810237326263"
"ASS1","0.362591869099583","1.43704923534132","0.238590134005278","0.128579602220441"
"ASTN1","0.00966808841440748","1.00971497536177","0.118670700679608","0.935068273017348"
"ASXL1","-0.711654728512823","0.490831332510145","0.685156407409576","0.298955981785868"
"ASXL2","0.00979746824681609","1.00984562056731","0.270927801946933","0.97115266462549"
"ASXL3","-0.0896792224068494","0.914224400943139","0.150389235609497","0.550965410126743"
"ATG16L1","-1.03110361671094","0.356613179053439","0.705031759679693","0.14360631521551"
"ATG16L2","0.465928838262471","1.59349359954038","0.354720434790448","0.189011153532092"
"ATG2A","0.397316325464555","1.48782649302844","0.600615126704311","0.508281660743064"
"ATG2B","0.194681223743771","1.21492363594566","0.492286968685194","0.69250130919539"
"ATG4A","0.119535019620288","1.12697270953253","0.518815425726317","0.817781042724103"
"ATG4B","-0.206908077087734","0.813094388556568","0.539894996560196","0.701543581802423"
"ATG4C","0.0719703235163602","1.07462345254529","0.483532716676386","0.881677742417239"
"ATG4D","-0.486940558363426","0.614503558956262","0.428312053981006","0.255587331003511"
"ATMIN","-0.460615913616312","0.630894949027918","0.573623977789067","0.421978906651581"
"ATOH1","-44.5976627595859","4.28036848406301e-20","16944.9132866186","0.997900033781206"
"ATOH7","0.047254960357262","1.04838927271091","0.207069130172537","0.819484060765447"
"ATOH8","-0.0883120090986337","0.915475195567493","0.165121550149332","0.592767205033566"
"ATP13A3","0.141646729220484","1.15216954879838","0.51507164472388","0.783313214964802"
"ATP13A4","0.231824045639926","1.26089784883441","0.131756080760797","0.0784936229061314"
"ATP13A5","0.227434023442898","1.25537461172705","0.113421025904366","0.0449396140066203"
"ATP1A1","0.0704203240620056","1.07295907700402","0.281206044218935","0.802260621843628"
"ATP1A2","0.0625669030857169","1.06456567926429","0.133468066117166","0.639228273313684"
"ATP1A3","0.221838608160815","1.24836988489335","0.128163651003777","0.0834694003257566"
"ATP1A4","0.0233733765705547","1.02364867463422","0.245406257828314","0.924121335977572"
"ATP2A1","0.111004197976831","1.11739959766223","0.222896262911093","0.618478163592053"
"ATP2A2","-0.398372060780125","0.671412175047079","0.631712381008178","0.528287363067228"
"ATP2A3","-0.0605342253189397","0.941261553490242","0.192679624446321","0.753391659616727"
"ATP6AP1","-0.145442862007399","0.864639292416057","0.532282533943385","0.784665871115665"
"ATP6AP2","0.152342891251324","1.16455948523787","0.699507585161783","0.827595928538833"
"ATP6V0A1","0.32030657022505","1.37755001542609","0.4810790338646","0.505533431019568"
"ATP6V0A2","-0.0963868276209292","0.90811266505519","0.477184565468324","0.839924022160956"
"ATP6V0A4","-0.134664409125946","0.874009171979499","0.100542035790542","0.180445646681576"
"ATP6V0E1","-0.24895296725269","0.779616640034856","0.406796926287038","0.540548738574852"
"ATP6V0E2","-0.485847988573339","0.615175313883425","0.21190306315736","0.0218604338877957"
"ATP6V1B1","-0.0326003422841598","0.967925321120712","0.13007192948395","0.80209772062447"
"ATP6V1B2","0.119594449669316","1.12703968756615","0.428103534743901","0.779969557554144"
"ATP8B1","-0.187220071880386","0.829261219226847","0.324740366252133","0.564262182487186"
"ATP8B3","0.177145716532507","1.19380503758411","0.273496762426502","0.517174596449888"
"ATP8B4","0.144893873073843","1.15591688985188","0.189594248010191","0.444729371779944"
"ATP9A","-0.110057356094558","0.89578275522265","0.32408826406511","0.734164792823354"
"ATP9B","-0.040523676136913","0.960286428369308","0.380203648285563","0.915118907068218"
"ATR","0.322821181529937","1.38101837723122","0.509150793519624","0.526055727369835"
"ATRX","-0.0273860066094643","0.972985590158332","0.442699445065568","0.950673208447062"
"AURKA","0.0694815553432073","1.07195228923035","0.415668290639314","0.867247102465467"
"AURKAIP1","0.000875987186894781","1.00087637097573","0.342419312137926","0.99795883040255"
"AURKB","0.0747909835078401","1.07765887886406","0.363454630349692","0.836964291237925"
"AURKC","0.326532026985633","1.3861526433429","0.218798155972818","0.135597118258925"
"AVP","-47.9105178333165","1.55857060060987e-21","21280.6373536922","0.99820367080409"
"AVPI1","-0.238076793286561","0.788142164742684","0.280125491791533","0.395384381824012"
"AVPR2","-0.00404684399460994","0.99596133344389","0.213032198650814","0.984843980511308"
"AXL","0.307220702360705","1.3596410109415","0.298609109271941","0.303555328962381"
"AZI2","-0.17619412102372","0.838455205755425","0.633304976727384","0.780848318519506"
"B3GAT1","0.0930829622277832","1.09755278691542","0.12234559186912","0.446764640486144"
"B3GAT2","-0.139259151142834","0.870002537089585","0.296005888129687","0.638025872471279"
"B3GAT3","-0.18616915703187","0.830133160243062","0.381051620800106","0.625148448432763"
"B3GNT2","0.392129910114756","1.48012998276894","0.652528125570486","0.54788029872591"
"B3GNT3","-0.0860058868510275","0.917588829495508","0.0930726149285345","0.355448330092307"
"B3GNT4","0.0689747013162221","1.07140910356537","0.269325330298033","0.797872233727293"
"B3GNT5","0.0334762171342865","1.03404285093157","0.340063587848341","0.921582078649594"
"B3GNT6","0.506891218229809","1.66012220682798","0.45240991701855","0.262532849917705"
"B3GNT7","-0.0536676014885355","0.947747083869817","0.163813152961644","0.743202984967561"
"B3GNT8","0.389201022856685","1.47580119128772","0.250936146170407","0.120902581531322"
"B3GNT9","0.327369766905431","1.38731436528965","0.368627798661499","0.374499483403911"
"BAD","-0.0840799903949601","0.919357713367206","0.40209635913349","0.834366987504458"
"BAIAP3","-0.281587389609625","0.754584969907887","0.184560489388279","0.127079935800168"
"BANK1","-0.0291804658840352","0.971241172753141","0.127907227742073","0.81953916121207"
"BAX","0.313429255906287","1.36810867372999","0.493014372010572","0.524945504924851"
"BCAP29","0.0586951744405593","1.06045193861184","0.376215745242317","0.876021459721337"
"BCAT1","0.0912005322433688","1.09548866403278","0.163447637928021","0.576857960988137"
"BCAT2","0.365128981787053","1.44069982020319","0.388748335432852","0.347606222194872"
"BCL2","-0.008808563387626","0.991230118346693","0.189699522935025","0.962964103457029"
"BCL2A1","-0.0983771584220868","0.9063070179606","0.138987250108447","0.47906060596009"
"BCL3","0.343436156544203","1.40978351415821","0.33381704813466","0.303566377094884"
"BCL6","-0.0353499795293873","0.965267533257926","0.288794033384285","0.902577878850219"
"BCL9","0.110575322154427","1.1169204747403","0.369661005207974","0.764843693550522"
"BCR","-0.567605729243678","0.566881081960273","0.517697712647164","0.272902110321326"
"BDH1","0.274535829178544","1.31591972154712","0.308772997123444","0.373939318838977"
"BDH2","-0.369649492114535","0.690976480902314","0.373726014975534","0.322618025983021"
"BEGAIN","-0.339083027131723","0.712423296170724","0.207307709274419","0.10191268530494"
"BEX1","-0.00675028713456152","0.99327244487568","0.130184351488641","0.958646816234852"
"BEX2","-0.136520675463525","0.872388283041033","0.184350128435321","0.458965715990003"
"BEX4","0.129294805166258","1.13802557053517","0.262017047184217","0.621687938665017"
"BEX5","-0.231365445379526","0.793449450610459","0.134731334527385","0.0859361316378059"
"BFAR","-0.0375997804112347","0.963098314580408","0.650101760850859","0.953878655833663"
"BFSP1","0.148644000488118","1.16025986373207","0.240943767949319","0.53728483555631"
"BFSP2","-0.188013323914432","0.828603666914775","0.243444005573787","0.439933072141776"
"BHLHA15","-0.458690580976198","0.632110801750643","0.20725874562785","0.0268886732915854"
"BHMT","-0.291066121505524","0.747466252790111","0.271171328786767","0.283106872008037"
"BHMT2","-0.0622397261082617","0.939657599329139","0.149800244311353","0.677787032445813"
"BIRC2","0.687776570196455","1.9892875711623","0.419350659338829","0.100984597625215"
"BLID","-52.2960213681397","1.94145126999781e-23","22647.8418717162","0.998157610283694"
"BLMH","0.116605448884815","1.12367599460061","0.3487662434759","0.738125296324778"
"BMF","0.125006000412259","1.13315525244509","0.300152241112693","0.677062223865696"
"BMP1","-0.0228356548287245","0.977423105341882","0.368785859076332","0.950625602242257"
"BMP2","-0.0402939022172322","0.96050710249758","0.145062111609054","0.78118892455721"
"BMP3","-0.268681619308021","0.764386582839988","0.215234107368873","0.211912909084581"
"BMP4","-0.034646062862866","0.965947240362752","0.151166047760485","0.818719617977829"
"BMP5","-0.0454791214142006","0.955539552678224","0.108989333583552","0.676473264678573"
"BMP7","-0.124178790512159","0.883221915066808","0.0999543128702983","0.214105425927861"
"BMX","0.0198499544724412","1.02004827486213","0.154908299220855","0.898038155940422"
"BOC","-0.162815323841894","0.849748102139893","0.176210136368799","0.355494713612607"
"BOK","0.252748413520484","1.28755930357034","0.309608109247251","0.414300292353775"
"BOP1","0.175488751481284","1.19182858226975","0.226629822083643","0.438729194127609"
"BPNT1","-0.982551371005624","0.374354761500169","0.491418566513432","0.0455630923817235"
"BRCA1","0.256032567908812","1.29179479830982","0.216791584003251","0.237599594979753"
"BRCA2","0.114891127635496","1.12175130320677","0.277628666354966","0.678998462217995"
"BRCC3","-0.743741220374371","0.475332262076584","0.46351335456863","0.108587709198741"
"BRD1","-0.589027740850697","0.554866496593154","0.545531063913244","0.280261217894299"
"BRD2","-0.215213281014406","0.806369438543799","0.620619217417721","0.728762718544994"
"BRD3","0.189579284923182","1.20874095512418","0.415056287769162","0.6478467203247"
"BRD4","-0.939039056202005","0.391003387167425","0.577836835007698","0.10414257443102"
"BRD7","-0.323380374449873","0.723698525578676","0.510485180806468","0.526422510991472"
"BRD8","0.087510904128322","1.09145416573435","0.528220139516658","0.868415652652696"
"BRD9","-0.642707337407229","0.525866796237414","0.440933016655414","0.14494872032427"
"BRDT","0.141329626657409","1.15180425080288","0.562849063074167","0.801739231389455"
"BRF1","0.362189233154846","1.43647074413331","0.505422114415184","0.473616370028205"
"BRI3BP","-0.209336843418056","0.811121968525542","0.35824331922919","0.558989816299133"
"BRIP1","-0.477427923314862","0.620376998702375","0.265002974071737","0.0716092137248029"
"BRWD1","0.561712486955306","1.75367307260304","0.532577650401351","0.291560112974063"
"BRWD3","0.0364423450601407","1.03711450751943","0.291341733862163","0.900456627084447"
"BTG2","-0.0790406347224873","0.924002377102058","0.305920173864685","0.796121267898141"
"BTG3","0.299612131153842","1.3493353409226","0.398655878937874","0.452318242726219"
"C10orf90","-0.00489487815265287","0.995117082240565","0.104482971967774","0.962633915750724"
"C10orf95","0.208187899285414","1.23144453535967","0.197467466011428","0.291750340557097"
"C11orf16","-0.0210717105049856","0.979148746800725","0.13732471018028","0.87804781753487"
"C12orf4","-0.186782023768774","0.829624555111451","0.45332435821599","0.680319393423149"
"C14orf119","-0.382520684239434","0.682139781287965","0.681458567564554","0.574575047860812"
"C14orf132","-0.00630316531822299","0.993716657956631","0.160077902209013","0.968590923874944"
"C15orf40","-0.0963857008101806","0.908113688326879","0.465300121411954","0.835894761012997"
"C15orf48","0.124410367957603","1.13248050936996","0.152591607023485","0.414891492737649"
"C15orf62","0.162479312294336","1.1764239806839","0.214685415760555","0.449154650214984"
"C16orf54","0.0511868116398071","1.05251949781194","0.14970480124603","0.732412374850224"
"C16orf74","-0.36505096186875","0.694161274220808","0.178642143424378","0.0410053246537741"
"C16orf78","-34.0951013516205","1.55842398300065e-15","13360.1657969638","0.997963803305106"
"C16orf90","0.0386328777986673","1.03938883088221","0.487887905247446","0.936886332876569"
"C16orf92","0.655511037065535","1.92612658798604","0.713946240800086","0.35853939089534"
"C17orf100","-0.321700164101341","0.724915513442064","0.396991974686769","0.417742349673492"
"C17orf107","-0.10352135312052","0.901656769350632","0.218224925280079","0.635229563221212"
"C19orf25","0.17710744229572","1.19375934648182","0.383621206588235","0.644316043655623"
"C1orf131","-1.06137821405053","0.34597864895516","0.45537541586732","0.0197651599349749"
"C1orf141","0.538288744732594","1.71307284754304","0.264103018793083","0.0415322173069829"
"C1orf35","-0.549418277306728","0.577285532817277","0.347358714974214","0.113717416633699"
"C1orf50","1.10726794311475","3.02607966881597","0.631237445674314","0.0794094819441666"
"C1orf52","0.397237334010862","1.48770897209255","0.518005524605845","0.443165197387779"
"C1orf53","-0.372891954139135","0.688739644291738","0.233370366409964","0.110075301158685"
"C1orf54","0.224791223302856","1.25206128768246","0.347007901202288","0.517115238325492"
"C1orf56","0.0682436573455001","1.07062614262434","0.323755628442794","0.833053050020843"
"C1orf74","-0.496988707299662","0.608359853797912","0.378167839076135","0.18877843416664"
"C1R","-0.120420317792504","0.886547726610902","0.244920165827435","0.622951437372763"
"C1S","-0.0353220477032809","0.965294495319359","0.185661972612999","0.849113833976229"
"C20orf202","-0.0458980225884925","0.955139359863997","0.352240858540763","0.896326747083544"
"C20orf203","0.16194872584733","1.17579995162913","0.290216549418938","0.576825816827733"
"C2orf80","1.66229246389786","5.2713814551187","0.69928740831962","0.0174482497391985"
"C2orf81","-0.048538588628599","0.95262057827487","0.2222955896197","0.827155204918746"
"C2orf88","-0.0291078238073721","0.97131172829149","0.15123465816523","0.847375674985146"
"C3orf18","-0.00166049998863363","0.998340877878717","0.311494168577444","0.99574669074757"
"C3orf38","-0.171413747974567","0.842472929882938","0.597548837866961","0.774218380847352"
