"","coef","exp(coef)","se(coef)","Pr(>|z|)"
"ACR","0.220062501926988","1.24615461521816","0.207235127341228","0.288282136263539"
"ACSS1","-0.0145629243992564","0.985542602105044","0.250388689177288","0.953620169762452"
"ACSS2","-0.505904111405221","0.602960185736853","0.344118664302725","0.141522661873642"
"ACSS3","0.00769566327421584","1.00772535099754","0.185675322197048","0.966939638003795"
"ACTL8","0.0537204510434736","1.05518958377388","0.0821338802359744","0.51307342252834"
"ACTL9","-48.1522310241029","1.22391645834175e-21","30614.9981871239","0.998745062611894"
"ACTN1","0.015882591054766","1.01600938981224","0.323355682874498","0.960825242471299"
"ACTN2","-0.103003431983024","0.902123877402371","0.116249581932874","0.375588313689282"
"ACTN3","-0.355624936295337","0.700735391366089","0.35042766223023","0.310186283063825"
"ACTN4","0.645174573375422","1.90631979290612","0.477607945893125","0.176744910035219"
"ACTR2","-0.222331010364538","0.800650296920397","0.666535152038357","0.738709856990503"
"ACTR3","-1.12284252367193","0.325353653495786","0.64049241387343","0.0795861101867561"
"ACTR5","-0.216124746559047","0.805634795436115","0.500209723810835","0.665691800238774"
"ACTR6","0.550543012825517","1.73419445206825","0.477499528840623","0.248922370716632"
"ACTR8","-0.0362331123489815","0.964415450126287","0.588387194166474","0.950896994541449"
"ACTRT1","-38.1113382078231","2.80838159637571e-17","16051.6718093063","0.998105591732824"
"ACTRT2","-41.0638312608587","1.46623869825974e-18","23346.1615431646","0.998596592419883"
"ADAM10","0.220820730303535","1.24709984331308","0.438363149665778","0.614444613065611"
"ADAM11","0.0210042167264141","1.02122635786061","0.182634204417038","0.908439552924154"
"ADAM12","0.326394868688214","1.38596253404421","0.224509965703682","0.145998946461222"
"ADAM15","0.269751975404343","1.30963958761872","0.39930436045773","0.499323350569457"
"ADAM17","0.28841379713297","1.334309323276","0.459972236269845","0.530643267185131"
"ADAM18","1.89479345660917","6.65117450661737","1.93305734150269","0.326984685406989"
"ADAM19","0.0714285202798249","1.07404137578042","0.272191111265553","0.792997290101868"
"ADAM33","0.0662070295769543","1.06844789458568","0.164856250919189","0.687975040070751"
"ADAT1","0.234750384088022","1.26459306678077","0.30992292843954","0.448781736685546"
"ADAT2","-0.154524101223899","0.856822841414101","0.370377054062323","0.676526607373335"
"ADAT3","0.279493661733487","1.32246003066424","0.272314403483107","0.304720107346603"
"ADCY1","0.00548405507986375","1.00549912003635","0.173769397374564","0.974823434387364"
"ADCY10","0.137687034171413","1.14761632936976","0.288431444888421","0.633102337638017"
"ADCY2","-0.143417740705191","0.866392066056447","0.0977655047629559","0.14238789463071"
"ADCY3","0.227040664563254","1.25488089608633","0.347248907794454","0.513223356642034"
"ADCY4","0.0163187752306546","1.01645265369595","0.24591746641803","0.947092211949531"
"ADCY5","-0.0716633448534314","0.930844216563884","0.139939502237487","0.608579395444878"
"ADCY6","0.858971734740798","2.36073198655414","0.465217808551732","0.064836151695422"
"ADCY7","0.490185047045661","1.63261830319841","0.411775278744938","0.23388181427615"
"ADCY8","-0.0512978949862963","0.949995629441245","0.188573785224837","0.785598266390783"
"ADCY9","0.441849515641705","1.55558163211604","0.345556538746708","0.201016615724236"
"ADD1","-0.115413428044428","0.890997704311965","0.62249534956253","0.852911792973102"
"ADD2","0.0877085212660823","1.091669877096","0.132442040635992","0.507816918254625"
"ADH4","0.154125607845318","1.16663741638775","0.181462315050814","0.395684756058283"
"ADH5","-0.822269788939061","0.43943310128942","0.572919299699441","0.15122215295322"
"ADH6","-0.792061219795662","0.452910284852725","0.472864751991572","0.0939289372536798"
"ADH7","-0.221233855643996","0.801529216240241","0.2518871217141","0.379777927605596"
"ADNP","0.210283110518585","1.23402737663735","0.638294004191691","0.741818953961255"
"ADRA2B","0.1239000568267","1.13190273939426","0.17963104309887","0.490353010431868"
"ADRA2C","-0.159980388128374","0.852160501264686","0.15994614105354","0.317206899207057"
"ADSL","-1.78233811057004","0.168244313227139","0.817134253258626","0.0291681855474485"
"AFMID","-0.642199757210512","0.526133783562302","0.519633966961456","0.216507085644752"
"AFTPH","0.726905112428536","2.06866839414981","0.526313844473788","0.16724058608427"
"AGFG1","0.00914394514078701","1.00918587872249","0.331810991253195","0.978014925631276"
"AGFG2","0.154733520954828","1.16734684618121","0.459262758560714","0.736179321710495"
"AGXT","0.389236650799614","1.47585377198501","0.236937199451584","0.100427622559721"
"AHCY","-0.541271998649699","0.582007468621703","0.461428302321922","0.240781379350604"
"AHNAK","0.270901954549994","1.31114651213261","0.313674734975256","0.387785847295263"
"AHRR","0.28402078222947","1.32846053883767","0.227162052323219","0.211189868782966"
"AIRE","0.301242427785934","1.35153695193635","0.45630807463858","0.509142595713676"
"AKAP1","0.425602177753514","1.53051178237031","0.404987064026531","0.293303077537402"
"AKAP3","0.244013967747422","1.27636215826919","0.240382372055345","0.310054549206408"
"AKAP4","-1.73310523668181","0.176734753764904","2.28788080628561","0.448741066615483"
"AKAP5","-0.279101998760155","0.756462741018203","0.272603600344765","0.305911670689673"
"AKAP6","0.277244870837676","1.31948943596224","0.286017877734287","0.332382028093422"
"AKAP7","-0.495477641056818","0.609279820726925","0.403025342281804","0.218923464702187"
"AKAP8","-0.288382143333969","0.749475130582693","0.616432719904788","0.639910313993783"
"AKAP9","0.342524152007897","1.40849837131522","0.452565075247053","0.449139369707003"
"AKIRIN1","0.264447425088746","1.30271093148013","0.505740192691044","0.601049516312354"
"AKIRIN2","-0.165235236844591","0.847694271706259","0.644742582492602","0.797733911498976"
"AKR1B10","-0.0512649687883678","0.950026909700338","0.106707318780493","0.630924520582209"
"AKR1B15","-0.0176469925607533","0.982507803712094","0.108428806447435","0.870713793802353"
"ALAS1","-0.357152918498047","0.69966549775663","0.621087630334131","0.565261318472997"
"ALAS2","0.565529085107495","1.76037892664654","0.35358050939802","0.10972395356668"
"ALDH18A1","0.107875736787013","1.11390931883505","0.56491230190345","0.848556815818731"
"ALOX12B","0.0845645658981946","1.08824310535729","0.220475716158614","0.701308289569468"
"ALPI","-1.11842192986628","0.326795093504119","1.30686466005433","0.392105386872641"
"ALPK1","0.236057802512842","1.26624750033897","0.335803315366805","0.482077886483804"
"ALPK2","0.0532917332553587","1.05473730218699","0.238025872630144","0.822842502713819"
"ALPK3","0.136182839875818","1.14589138908149","0.224792656353254","0.544637381137926"
"ALPL","0.103432514627774","1.10897095152228","0.161362006122531","0.521524822177805"
"ALPP","-0.169967986335878","0.843691825830784","0.188141989885247","0.36631219431563"
"AMMECR1L","-0.697230223189687","0.497962640827746","0.674257663796013","0.301103023333354"
"AMN1","-0.268522769599564","0.764508015070302","0.366614593557446","0.463900756344092"
"ANGPT1","-0.0436996448610961","0.957241426681134","0.151075188798246","0.772384264788174"
"ANGPT2","-0.284461013194701","0.752419689332103","0.317394053287342","0.370124988691904"
"ANGPT4","0.52020241740498","1.68236815583186","0.338530853792834","0.124379778948374"
"ANKFN1","-0.33266713170393","0.717008823942843","0.356394054775763","0.350600561349931"
"ANKFY1","0.395094596277483","1.48452461478141","0.541948105934691","0.465985378719432"
"ANKK1","0.0383754047057578","1.03912125067402","0.279801283846652","0.890910370990061"
"ANKLE1","0.429551106510267","1.53656761351356","0.216906211680221","0.0476637532651116"
"ANKS1A","0.292150555370165","1.33930464196724","0.381018957412674","0.443223505456818"
"ANKS1B","0.252762547948311","1.28757750261301","0.248024512170649","0.308154025065675"
"AP1B1","-0.126100415779661","0.881526323185873","0.619376763549897","0.838672015034694"
"AP2A1","0.178774603111542","1.19575119519251","0.643816127646549","0.781258323829169"
"AP2A2","1.02734247500264","2.79363181464638","0.657368556350668","0.118097176338093"
"APBA3","0.312732938570581","1.36715636753548","0.474523709822655","0.509866249504925"
"APC","0.355868004113186","1.42741912237548","0.479907476793293","0.458369354162339"
"API5","0.177737056215016","1.19451119064359","0.584001021101529","0.760866023209501"
"APIP","-0.017112181030113","0.983033400749614","0.357714984905326","0.961845771376015"
"APLNR","0.0615986009085256","1.06353535691149","0.263970912776592","0.815486728310671"
"APOB","0.157000995643423","1.16999677879993","0.186898107507763","0.400888631038656"
"APOD","-0.225236816302788","0.798327139490144","0.111064352111551","0.0425618008291087"
"APOH","-0.475585381076696","0.621521123251286","0.790353343823736","0.547348769530753"
"APOM","-0.0993272812054992","0.905446323961307","0.300104291450388","0.7406627065924"
"APOO","-0.415760857737797","0.659838046781342","0.42064380981611","0.322960842161813"
"APP","-0.295869189527053","0.743884729569303","0.31109453325675","0.341574534202077"
"APPL1","0.957960273782003","2.60637475692024","0.614804313054418","0.119196563619451"
"APPL2","0.128232701341469","1.13681751087995","0.452860307576845","0.777052874802338"
"ARFGAP2","-0.362405694730633","0.695999947046293","0.660895734944441","0.583447946624349"
"ARFGAP3","-0.20040054542571","0.818402879888385","0.447223674757124","0.654081646461282"
"ARFRP1","-0.297853286331971","0.742410253489483","0.403800798342739","0.460742776970344"
"ARHGAP20","0.211055302710633","1.23498065095048","0.197683914730092","0.285682823443011"
"ARHGAP21","0.160893829457804","1.17456025849422","0.412373992690931","0.69641466515701"
"ARHGAP22","0.329082105444589","1.38969195217915","0.241513502166427","0.173014082983692"
"ARHGAP23","0.0281085601830974","1.02850733330542","0.332919922337422","0.932714242707973"
"ARHGAP24","-0.220597378060368","0.802039534004682","0.288255200900178","0.444101861045868"
"ARHGAP25","0.0904119473906262","1.09462511880007","0.248177936452395","0.715631818243323"
"ARHGAP26","-0.475783976999547","0.621397703945934","0.330926694023628","0.150510041811592"
"ARHGAP27","0.110648167936574","1.11700184064942","0.373026637202619","0.766754579092642"
"ARHGAP28","0.0180713645677434","1.01823563974326","0.234037570296106","0.938451986978513"
"ARHGAP29","0.269709106444075","1.30958344593465","0.273437600255776","0.323954342481206"
"ARHGAP42","-0.146433607847973","0.863783078848551","0.255670620252371","0.566818586203629"
"ARHGDIB","-0.464384445505386","0.628521875603786","0.271617674990526","0.0873215626272388"
"ARHGEF10L","0.536571661268264","1.71013388242963","0.360176459006828","0.136290872285198"
"ARL5A","-0.380669284185913","0.683403864716541","0.585193709108123","0.515368445008765"
"ARL5B","0.281749926037431","1.32544721870044","0.331319826410129","0.395110208233756"
"ARL5C","-0.945997361674275","0.388292110045584","0.806019986031792","0.240529276934154"
"ART1","0.652162207401043","1.91968710651197","1.12221065262054","0.561145676177961"
"ART3","0.135323039879534","1.14490657510162","0.111001726582442","0.222803385139846"
"ART4","0.0127529196403021","1.01283458490759","0.215845970497569","0.952885658920658"
"ART5","0.0960880837571252","1.10085602725841","0.20525462882964","0.639683842609634"
"ARTN","0.0790677700106416","1.08227766555395","0.139353539200329","0.570449411067226"
"AS3MT","-0.0210606627246059","0.979159564280793","0.207805416277273","0.919274216137411"
"ASAP1","0.324887356027407","1.38387475205102","0.413095730996853","0.431592249622757"
"ASAP2","-0.0981813214310467","0.906484523780492","0.397624034128139","0.804970147602693"
"ASAP3","0.3981610639609","1.48908384833643","0.364296874174616","0.274412384234291"
"ASF1B","0.361670955349633","1.43572644612201","0.436659262584662","0.407518661640075"
"ASGR1","-0.068634323461876","0.933668038157028","0.283481800858204","0.808693441097126"
"ASGR2","-0.152931564527943","0.858188450333526","0.256762922491798","0.551433191562549"
"ASPHD1","0.598124146883951","1.81870397701587","0.201304325573399","0.00296596621072883"
"ASPHD2","-0.469341197934024","0.625414156729868","0.290491132331556","0.106163155954164"
"ASS1","0.356355408610701","1.42811502245421","0.262282409678746","0.174250980666746"
"ASTN1","0.0308999115902136","1.0313822693091","0.10986361930178","0.778513291295489"
"ASXL1","0.157846715637839","1.17098668700274","0.619031976867402","0.79873113245348"
"ASXL2","0.317531964402342","1.37373315472284","0.307967086708311","0.30251356717377"
"ASXL3","-0.100360430868854","0.904511345466045","0.16390977075306","0.540345431149626"
"ATG16L1","-1.36841219958877","0.254510751173091","0.790232976557838","0.0833347109158181"
"ATG16L2","0.357975640056063","1.430430774842","0.36086785467886","0.321204651746449"
"ATG2A","0.0875011965098643","1.09144357036517","0.54952718354892","0.873487693066453"
"ATG2B","0.3018867410601","1.35240804573352","0.480048631721414","0.529436134510484"
"ATG4A","-0.278710897693781","0.756758652264718","0.506045804626331","0.581796703591761"
"ATG4B","-0.169911108549016","0.843739814519363","0.595998032932278","0.775577724273701"
"ATG4C","0.120470498856915","1.12802746237532","0.511189380258948","0.813691031534326"
"ATG4D","0.26792749833275","1.30725235860356","0.378751175315048","0.479319713506177"
"ATMIN","-0.49028875043814","0.61244952358164","0.666405898533964","0.461900565053555"
"ATOH1","0.229461707197139","1.25792269691517","0.814035980361502","0.778034352824209"
"ATOH7","0.155015970554941","1.16767660939966","0.234170059283263","0.507983834899471"
"ATOH8","-0.0619550652688168","0.939925121124838","0.168194692892406","0.712609836055274"
"ATP13A3","0.278454461066528","1.32108644315849","0.517629404254781","0.590617272529813"
"ATP13A4","0.180690181062083","1.19804394508583","0.141685737241189","0.202207172238735"
"ATP13A5","0.0252954526214694","1.02561809732006","0.0978214273273322","0.795953100647326"
"ATP1A1","0.183286928100577","1.20115900491298","0.27337881075623","0.502570726578108"
"ATP1A2","0.0283494032659063","1.02875507201415","0.134519636438806","0.833085895694426"
"ATP1A3","0.165487200092483","1.17996785914333","0.152565338813933","0.278055776030461"
"ATP1A4","-0.176858027748307","0.83789873444902","0.29820904557645","0.553136126348812"
"ATP2A1","0.339358043099985","1.40404596419727","0.239847869820312","0.157101128747935"
"ATP2A2","-0.0474531724395714","0.953655129430247","0.593989997681115","0.936325665108479"
"ATP2A3","0.353788746841278","1.42445423423601","0.24968357990213","0.15649801689098"
"ATP6AP1","-0.540067105237778","0.582709148226011","0.60123567295765","0.369045933136801"
"ATP6AP2","0.0761358885061622","1.07910920273203","0.781900519195871","0.92243029817616"
"ATP6V0A1","0.478323355306405","1.61336708985665","0.498332065361411","0.337131398141237"
"ATP6V0A2","0.0465528010186358","1.04765339477458","0.491013323697721","0.924466022372001"
"ATP6V0A4","-0.0318005030179536","0.968699815493515","0.119864425747097","0.790775338541726"
"ATP6V0E1","-0.652429864016516","0.520778816407147","0.403229332556001","0.105660030189202"
"ATP6V0E2","-0.32292467721071","0.724028388151791","0.232501282112667","0.164858390767848"
"ATP6V1B1","0.00463230729700847","1.00464305301854","0.147710088969685","0.974981798842263"
"ATP6V1B2","-0.0277548906178233","0.972626737525326","0.495499701996558","0.955330702018207"
"ATP8B1","0.290345356493677","1.33688911164456","0.385284361047438","0.45109714256072"
"ATP8B3","-0.160432674960426","0.851775167438446","0.278406135984588","0.564443448428074"
"ATP8B4","0.16006683305302","1.17358930292696","0.211867126187121","0.449945580773125"
"ATP9A","0.199081148835546","1.2202809862632","0.368430769343607","0.588956463754916"
"ATP9B","0.716880985272435","2.04803538584462","0.397329117223144","0.0711921535947951"
"ATR","0.282425606277846","1.32634309982633","0.554464410506139","0.610495340483159"
"ATRX","-0.0304054444209613","0.970052151573736","0.422419826397124","0.942618454774816"
"AURKA","-0.428757825305996","0.651317642733975","0.426421699045136","0.314666525334652"
"AURKAIP1","-0.273403199378694","0.760785977346848","0.356769476351018","0.443479894545631"
"AURKB","0.0990327239419254","1.10410242955151","0.380730095659131","0.794776860500478"
"AURKC","0.15009426640086","1.16194376982302","0.210188327346487","0.475168929435528"
"AVP","-45.9792629617524","1.07512711180452e-20","18315.4880153641","0.997996990008123"
"AVPI1","-0.377093787759728","0.685851746380702","0.303916924509948","0.214687340118244"
"AVPR2","-0.127474806066211","0.880315594167633","0.242341545678937","0.598879167136342"
"AXL","0.423647100755409","1.5275224371415","0.360310280347897","0.239681159394923"
"AZI2","-0.573194282650524","0.563721872685631","0.640177154585275","0.370590280537684"
"B3GAT1","-0.00365569022446537","0.996350983675996","0.123641732467254","0.976412544467388"
"B3GAT2","0.10508859542337","1.11080901859167","0.257561746987441","0.683263975880444"
"B3GAT3","-0.483322594357215","0.616730837391333","0.391200798682043","0.216650173899981"
"B3GNT2","-0.0378190254155799","0.962887183231835","0.611080893948607","0.950651435984816"
"B3GNT3","-0.0303627143986644","0.970093602809402","0.110816148587173","0.784090934519394"
"B3GNT4","0.0835751638083866","1.08716692782857","0.271665509293854","0.758356317468581"
"B3GNT5","0.113146676064687","1.1197961681988","0.349026093502208","0.745803070606505"
"B3GNT6","0.6349800067949","1.88698441421518","0.439099852671508","0.148150618405541"
"B3GNT7","-0.0945365254080785","0.909794503403637","0.17813685640344","0.595629426207445"
"B3GNT8","0.40760028810504","1.5032061916754","0.300217660030746","0.174564425756611"
"B3GNT9","0.333297939686049","1.39556303014631","0.366242211611654","0.362797271888962"
"BAD","-0.0323033204974481","0.968212858729348","0.432749682991703","0.940495844583497"
"BAIAP3","-0.144634551033771","0.865338472383699","0.183020052667905","0.429372355398361"
"BANK1","-0.17696475078469","0.837809316123481","0.150273739870351","0.238949753942256"
"BAX","-0.216309280518938","0.805486142173297","0.518421231815469","0.676498347598633"
"BCAP29","-0.147896970343514","0.862519975501119","0.405365208676596","0.715224348105702"
"BCAT1","0.136369231541741","1.1461049935929","0.171258091842495","0.425869856732247"
"BCAT2","0.417602286675942","1.51831669952423","0.499343807989133","0.4029849591838"
"BCL2","0.335237777795535","1.39827282392726","0.19657254867675","0.0881170482875872"
"BCL2A1","-0.146986486793066","0.863305643365303","0.147730071134723","0.319752508429684"
"BCL3","-0.0796097213801394","0.923476689272763","0.341960223609544","0.815913576091962"
"BCL6","-0.0156732141891308","0.984448971452262","0.296810308283659","0.957886886082381"
"BCL9","0.191559893443512","1.21113737015539","0.349507022774679","0.583632877913862"
"BCR","0.289422245668105","1.33565558426185","0.516020528228566","0.574883768646872"
"BDH1","0.536018992605741","1.7091890061499","0.327169696881886","0.101348371816669"
"BDH2","-0.466435236062946","0.627234229673428","0.372810951742783","0.210886787687918"
"BEGAIN","-0.0213487255930411","0.978877545389586","0.155723349391604","0.890956552193754"
"BEX1","0.0417488558241888","1.04263259476313","0.11914594517177","0.726037791823778"
"BEX2","0.0647049976650928","1.06684425641121","0.200609019849588","0.747041508826943"
"BEX4","0.046411953488008","1.04750584577217","0.249026631287088","0.852151908099361"
"BEX5","-0.190043204556699","0.826923406312376","0.145505859726878","0.191523223972059"
"BFAR","-0.0401946331251415","0.960602455898336","0.667809538632331","0.952005291649185"
"BFSP1","0.33058386743731","1.39178050659782","0.264787167944976","0.211852032982935"
"BFSP2","-0.212826925411957","0.808296020611793","0.251238306021742","0.396932826814755"
"BHLHA15","-0.139861391143655","0.86947874450119","0.227646146564771","0.538963808800236"
"BHMT","0.045311021751287","1.04635324792435","0.217443570400126","0.834931802506571"
"BHMT2","0.0630286585599782","1.06505736180422","0.163571503621466","0.699994517810704"
"BIRC2","0.164710479896384","1.17905171011817","0.481494313541191","0.7322892735741"
"BLID","-50.5191356971657","1.14767292492736e-22","21287.3407002523","0.99810646143505"
"BLMH","0.0173061479861058","1.01745676698889","0.331349740333419","0.958346027660444"
"BMF","0.379292340569076","1.46125015601027","0.289882729229071","0.190726238441256"
"BMP1","-0.103668589875713","0.901524022106492","0.420011303723805","0.805044951952084"
"BMP2","-0.0913028475682686","0.91274124757097","0.157143578947878","0.561230039360553"
"BMP3","-0.0513315464473808","0.949963661238182","0.212307562761017","0.808951279553953"
"BMP4","-0.000297966270385309","0.999702078117155","0.138105784111152","0.998278547825742"
"BMP5","0.0439244052181254","1.044903362661","0.102575531225735","0.668494425356808"
"BMP7","-0.140600012605531","0.868836765958608","0.0964536220551287","0.144924487794663"
"BMX","-0.0770953838726189","0.925801542858417","0.168685953253275","0.647645892095874"
"BOC","-0.112213805377629","0.893853126463416","0.180970609789688","0.535214032702676"
"BOK","0.1909033465267","1.21034246262478","0.32684483323887","0.559166868011568"
"BOP1","0.0702561774703866","1.07278296888276","0.247251113400657","0.776296132640971"
"BPNT1","-0.680693938593407","0.506265553235203","0.494672113504243","0.168805918067224"
"BRCA1","0.246905838513506","1.28005857488513","0.21145147393638","0.242939337571579"
"BRCA2","0.248852857046111","1.28255330050366","0.297134199795473","0.402305970853186"
"BRCC3","-0.549955330315263","0.576975583122251","0.482473110960569","0.254341583284011"
"BRD1","-0.302041858239292","0.739307118147587","0.535176891631766","0.572497169181489"
"BRD2","0.147429657435832","1.15885176535797","0.686225239607411","0.829890898674648"
"BRD3","0.759371645346927","2.13693304672305","0.39093286139009","0.0520813761098944"
"BRD4","-0.314056498225436","0.730477756296591","0.563506745739397","0.577305275166309"
"BRD7","0.0615079076875913","1.06343890583819","0.646238071637126","0.924173123920938"
"BRD8","0.274594601237419","1.31599706313121","0.529920572102958","0.604332214719813"
"BRD9","-0.354786756881957","0.701322979563124","0.399068164496125","0.373982665715356"
"BRDT","0.14449569156689","1.15545671674505","0.667006988911279","0.828494405198298"
"BRF1","0.330259337729728","1.3913289057599","0.506467659032402","0.514347137000129"
"BRI3BP","-0.383100059785524","0.681744680646549","0.363793293024743","0.292308587751023"
"BRIP1","-0.202379634175461","0.816784789656265","0.254458133946465","0.426418261119829"
"BRWD1","0.254248553166832","1.28949227182731","0.534656739964141","0.634404945808703"
"BRWD3","0.197242006676043","1.2180387785563","0.294142447391738","0.502496869881969"
"BTG2","-0.319948019713647","0.726186783489599","0.325298761825353","0.325336180704812"
"BTG3","-0.0327988367325033","0.967733212384948","0.379835077082694","0.931188029744423"
"C10orf90","-0.0102292633743641","0.989822877600854","0.110324892619005","0.926126444639871"
"C10orf95","0.184140564160943","1.20218479531736","0.21843427376761","0.399227236898305"
"C11orf16","-0.0633758013027717","0.938590683802093","0.139945890444015","0.650650042635832"
"C12orf4","0.275477866969567","1.3171599517349","0.417447782191578","0.509311738704708"
"C14orf119","-1.16639225895585","0.311488687085752","0.750853463475911","0.120322359926751"
"C14orf132","0.134719847300511","1.14421618419211","0.143761792020991","0.348704717227752"
"C15orf40","-0.0907151260915492","0.913277842873701","0.467389846654011","0.846106365217047"
"C15orf48","0.124150571502641","1.13218633316293","0.179049418136253","0.488066604057902"
"C15orf62","0.179511228575975","1.19663234046919","0.242945872124555","0.459971412636815"
"C16orf54","-0.0660997787636317","0.936037462971194","0.162493868364709","0.684167213160661"
"C16orf74","-0.4216472508658","0.655965389810034","0.192845836368342","0.0287828990918466"
"C16orf78","-38.2764508366103","2.3809408966558e-17","19509.6528058056","0.998434612349251"
"C16orf90","0.196765777494848","1.21745885104628","0.47525346913818","0.67885740074479"
"C16orf92","0.973115171006779","2.64617492044241","0.666350973966247","0.144189979954847"
"C17orf100","-0.219373243005049","0.803021939890072","0.407813532550398","0.590628576707629"
"C17orf107","0.12753940753779","1.13602963548986","0.241929682177203","0.598071702378625"
"C19orf25","0.40992152928028","1.50669954867588","0.427480506463453","0.337596783269877"
"C1orf131","-1.15431690038849","0.315272826108089","0.492593378137533","0.0191116317455173"
"C1orf141","0.650208595030532","1.9159404429889","0.276443518094787","0.0186703343990067"
"C1orf35","-0.601153332321645","0.54817903876322","0.401751457330969","0.134567308796961"
"C1orf50","0.563360667415082","1.75656582552872","0.530639621216693","0.288388517909995"
"C1orf52","-0.423958338214973","0.654451146943894","0.537724660476701","0.430445137151582"
"C1orf53","-0.639825121712795","0.527384644102429","0.270594020074285","0.0180534256382479"
"C1orf54","-0.2666193919475","0.765964548267646","0.370869239049874","0.472200050911739"
"C1orf56","0.0414560620032757","1.04232736306906","0.369439084254277","0.910654105317042"
"C1orf74","-0.808996750159424","0.445304593958945","0.439604951814726","0.0657269566932407"
"C1R","-0.0965126003122617","0.907998456463584","0.238858968164021","0.686170920646869"
"C1S","-0.0604615067513155","0.941330003170922","0.171470381855997","0.724383745742095"
"C20orf202","-0.0115289716673912","0.988537232261144","0.44214876252193","0.979197620785205"
"C20orf203","0.480853752601625","1.6174547190589","0.280029196852893","0.0859507135603921"
"C2orf80","1.09951604820904","3.00271250416393","0.920794534312989","0.232440851878599"
"C2orf81","0.111976014543457","1.11848603292517","0.243137899818476","0.64512487114374"
"C2orf88","0.0975893568387167","1.10250995396602","0.148484353991858","0.511028774217086"
"C3orf18","0.200657392357251","1.22220596297994","0.340997304812361","0.556235149229716"
"C3orf38","-0.204572738286936","0.81499545838794","0.651464754296866","0.75350610970835"
"C3orf52","-0.377818842438008","0.685354646597421","0.287242210059743","0.188398381011156"
