"","Estimate","Std. Error","Pr(>|z|)"
"ARHGAP28","0.243941204639837","0.272059170727621","0.369906985600151"
"ARHGAP29","0.49466624865022","0.2568992450621","0.0541635509832001"
"ARHGAP42","-0.231551293508914","0.239703582130843","0.334049121892729"
"ARHGDIB","0.0526376663474001","0.246874621602155","0.831158340425719"
"ARHGEF10L","0.756638608109164","0.396888861539838","0.0565951660505192"
"ARL5A","0.293620013699392","0.505504840281658","0.561344850377775"
"ARL5B","0.195944249721988","0.330385669739356","0.55312940362834"
"ARL5C","-0.712513761528848","0.761014325336743","0.349134948305301"
"ART1","-1.04804479711651","1.35548907025035","0.439412474147744"
"ART3","0.173875624083914","0.111217410813722","0.11796208247186"
"ART4","0.122696071349625","0.147934950224043","0.406882599676092"
"ART5","-0.127615055208104","0.191514155161172","0.505188755162652"
"ARTN","0.192051085197649","0.172386092954057","0.265246891546224"
"AS3MT","-0.0660027407644661","0.178098595972557","0.710937987088917"
"ASAP1","0.546561964319377","0.430528346891607","0.204257634484184"
"ASAP2","-0.306470254224196","0.365700438979565","0.402010299108695"
"ASAP3","0.404305829282356","0.341609485311696","0.236598288677385"
"ASF1B","0.00216718783322026","0.403484736168434","0.995714441605226"
"ASGR1","0.207611125540528","0.264234321690313","0.432038342226311"
"ASGR2","0.241224513254057","0.253040914313439","0.340436871159787"
"ASPHD1","0.434859752795812","0.179555802931593","0.0154411239462602"
"ASPHD2","-0.373049753547692","0.297642117997393","0.210078353338183"
"ASS1","0.495059598917348","0.271391521527734","0.0681289778141853"
"ASTN1","0.145668992745831","0.132224332829995","0.27060051964903"
"ASXL1","-0.624770557701823","0.728111171916471","0.390853656669281"
"ASXL2","0.0140746594224673","0.278134941072798","0.959641307827641"
"ASXL3","-0.113066853035965","0.154229467505416","0.463492574749076"
"ATG16L1","-0.739637732475634","0.693060573635802","0.285879260256192"
"ATG16L2","0.316507991682913","0.305576110468755","0.300307282354561"
"ATG2A","0.277513012781235","0.494592704710009","0.574733439277066"
"ATG2B","0.0535208302143197","0.450660412763274","0.905464797215517"
"ATG4A","0.296009894469557","0.589482768468136","0.615560672020827"
"ATG4B","-0.0668920210549612","0.563237296881459","0.905462743138136"
"ATG4C","0.0153312296831514","0.476369072728766","0.974325705029226"
"ATG4D","-0.489018396322655","0.421712019876518","0.246210601733694"
"ATMIN","-0.811941770657175","0.618336556352137","0.189147053368016"
"ATOH1","-39.6966761417759","5113.73121051812","0.993806274596949"
"ATOH7","0.136609603992222","0.213953295125532","0.523146961230435"
"ATOH8","-0.0632354033003657","0.195524892497542","0.746382054716443"
"ATP13A3","-0.0292936170610691","0.484400894079894","0.95177819298822"
"ATP13A4","0.272604902000819","0.139115745067672","0.0500478690048156"
"ATP13A5","0.287167640025227","0.124345624105591","0.0209196760109407"
"ATP1A1","-0.045796592091061","0.353720370184366","0.896984831656354"
"ATP1A2","0.128183186363644","0.143602453386715","0.372057853401909"
"ATP1A3","0.197748767233245","0.130146351997948","0.128653337466637"
"ATP1A4","-0.00525681864422643","0.229825268593215","0.98175148991168"
"ATP2A1","0.246246262071031","0.251251258914814","0.327046771668798"
"ATP2A2","-0.515487525771446","0.629776522456455","0.413057746784733"
"ATP2A3","0.00591392508529776","0.198068199290024","0.976180282756172"
"ATP6AP1","-0.214484413886643","0.541950751610975","0.692279386445452"
"ATP6AP2","0.115019318528605","0.675998949889332","0.864894386051961"
"ATP6V0A1","0.32837524323453","0.493643062564397","0.505917556499379"
"ATP6V0A2","-0.0645399821290448","0.468585761938631","0.890451000226667"
"ATP6V0A4","-0.117046369081384","0.106484372609698","0.271685971416062"
"ATP6V0E1","-0.212905631440702","0.437120216112744","0.626212798114779"
"ATP6V0E2","-0.604037289601262","0.251916958414794","0.0164955115183437"
"ATP6V1B1","-0.0648544802779339","0.145126726862592","0.654960468416028"
"ATP6V1B2","0.0446557714596786","0.463225916548053","0.923201532373226"
"ATP8B1","-0.203945259245559","0.353184479336007","0.563637644423251"
"ATP8B3","0.0263044315940998","0.245456382244333","0.914657763442427"
"ATP8B4","0.148522814562088","0.181535653792618","0.413273367417636"
"ATP9A","-0.0107900764276135","0.30491294456776","0.971770831520435"
"ATP9B","-0.105257534434355","0.424227922930668","0.804045022787611"
"ATR","0.444665401190263","0.525215948141312","0.397199451594298"
"ATRX","0.0926527123900712","0.482556094225893","0.84773905257587"
"AURKA","0.0599568389341786","0.405553899750385","0.882469526479823"
"AURKAIP1","0.0720429109234577","0.342194672959198","0.833252519858147"
"AURKB","0.225844573236039","0.370036156626332","0.541642501642945"
"AURKC","0.523144535043577","0.265745692195518","0.0490000954602652"
"AVP","-41.6241595840129","4681.73983856469","0.992906304513714"
"AVPI1","-0.295738130025014","0.29090348172413","0.309334510257424"
"AVPR2","0.0989121670584481","0.233945408931601","0.672441037450442"
"AXL","0.223445554158408","0.29184082027058","0.443889418308987"
"AZI2","-0.494337397009154","0.667102361029845","0.458680218210903"
"B3GAT1","0.0844276130757546","0.128321132197703","0.510576649508371"
"B3GAT2","-0.056034230332934","0.25941320734717","0.828984810228006"
"B3GAT3","-0.231783167123326","0.380561936395584","0.542487954156121"
"B3GNT2","0.644109281948031","0.611860572992457","0.29247576870399"
"B3GNT3","-0.119876582542724","0.113278675414766","0.289943797943021"
"B3GNT4","-0.0181283671230314","0.26188734336756","0.944812907262577"
"B3GNT5","0.0770628939924324","0.285488801076651","0.787211676383629"
"B3GNT6","0.208700818157586","0.42097463253073","0.620066373646419"
"B3GNT7","-0.0693013291689036","0.166971833710788","0.678106749501791"
"B3GNT8","0.272977601617917","0.225719859818571","0.22652281333353"
"B3GNT9","0.10320861774278","0.338584351334735","0.760500243301267"
"BAD","-0.102367852220918","0.398087174774443","0.797063493952887"
"BAIAP3","-0.32886995210112","0.196195964818157","0.0936927608733732"
"BANK1","0.0164160811539412","0.133121133940533","0.901856184930105"
"BAX","0.293701738213235","0.508641255524802","0.563652972522538"
"BCAP29","-0.0864796468776406","0.434254759891462","0.842149352350663"
"BCAT1","0.113834717549372","0.183695760408639","0.535460854655181"
"BCAT2","0.303977835725941","0.34537417427295","0.378783142992963"
"BCL2","0.0993509196664772","0.189354835754342","0.599804838788625"
"BCL2A1","-0.0851360059294781","0.157355906988703","0.588479285310821"
"BCL3","0.457938895022621","0.350034342335045","0.190782264048168"
"BCL6","0.060000976780239","0.321766947279553","0.852073536448133"
"BCL9","0.145333079472939","0.393238913468431","0.71169575503057"
"BCR","-0.637748909002628","0.547680708095203","0.244240135556444"
"BDH1","0.287998250714873","0.287444154508224","0.316378529719579"
"BDH2","-0.512310484942953","0.414161026775139","0.216093093167791"
"BEGAIN","-0.298741489105089","0.202243514618555","0.139638770561242"
"BEX1","-0.0346256757589972","0.124677154797706","0.781225235597082"
"BEX2","-0.0721194632687313","0.1912292503922","0.706072427451503"
"BEX4","0.16548597267303","0.267766244090978","0.536559500026853"
"BEX5","-0.172487480063874","0.147772527986737","0.243109433023226"
"BFAR","0.127145025793641","0.684989600766879","0.852745909942117"
"BFSP1","0.135487223014455","0.254355318055575","0.594262646975681"
"BFSP2","-0.0656028794020905","0.266020585452952","0.805211394818839"
"BHLHA15","-0.486039243103099","0.231457495418943","0.0357370121269191"
"BHMT","-0.269950340597726","0.298094995771407","0.365155579840217"
"BHMT2","-0.0408814442051183","0.146885034089169","0.780764626428269"
"BIRC2","0.504422943714118","0.44027158711113","0.251915744223751"
"BLID","-48.0405795660054","4741.40701761379","0.99191586363421"
"BLMH","0.139700214869658","0.373528829744379","0.708403454644841"
"BMF","-0.0241586582460851","0.276059883054314","0.930264242899377"
"BMP1","-0.194968819432919","0.363775039921392","0.591986292438188"
"BMP2","-0.0859069831123498","0.16759798915273","0.60824679184779"
"BMP3","-0.221706869041588","0.21499122127335","0.302429765628071"
"BMP4","-0.0680348760885126","0.19046154939618","0.720934183460871"
"BMP5","-0.0672122960393806","0.113786400723288","0.554729286187579"
"BMP7","-0.0749729074794591","0.103202211630181","0.467553086421318"
"BMX","0.0116683790872984","0.166273743224941","0.944053801988377"
"BOC","-0.0782492045476035","0.183744891819245","0.670211430223993"
"BOK","0.30025158947917","0.326854802557551","0.358300401090972"
"BOP1","0.27954978495411","0.250324535410044","0.264101471900147"
"BPNT1","-0.599807557344518","0.50454410535824","0.234514068023434"
"BRCA1","0.302563041901495","0.232668798591531","0.193463120472779"
"BRCA2","0.149688688955596","0.236796251935462","0.527294554516996"
"BRCC3","-0.722021046360703","0.508928904500614","0.155984428612738"
"BRD1","-0.524607142617469","0.557097885241551","0.346357227481643"
"BRD2","-0.30916817899885","0.650861754118638","0.634777286204252"
"BRD3","0.631520981295881","0.492366549471743","0.199623960052506"
"BRD4","-0.864757449042929","0.610567022701121","0.156682235701028"
"BRD7","-0.42551049013645","0.538380028926655","0.429321404766313"
"BRD8","0.140494257144813","0.539158731940053","0.794416021586442"
"BRD9","-0.570285896668807","0.498258315068976","0.252392002674873"
"BRDT","-0.0770029298197429","0.607418626098554","0.899121827460159"
"BRF1","0.0381046231813656","0.46452734600077","0.934623807389132"
"BRI3BP","-0.332354178133374","0.361136173895736","0.357415202883858"
"BRIP1","-0.443739724071475","0.263675272133509","0.0923940047098138"
"BRWD1","0.561562886002285","0.609454421601405","0.356831710796876"
"BRWD3","0.0130786453243548","0.324275426495349","0.967828518865162"
"BTG2","0.036459809080905","0.288085274670106","0.899289381034147"
"BTG3","0.345929466246379","0.399280247560243","0.386280372763991"
"C10orf90","0.0239534182067999","0.1141451635112","0.833784366956325"
"C10orf95","0.424446094459031","0.254046302691752","0.0947724417634518"
"C11orf16","0.0983716517497444","0.144528419932003","0.496100063360865"
"C12orf4","-0.0766048632863172","0.431172432547701","0.858984957143535"
"C14orf119","-0.390869994026027","0.649921275441819","0.547566079420498"
"C14orf132","-0.0973068774094274","0.165433142115799","0.556401695514925"
"C15orf40","-0.226660710933343","0.495796502736369","0.647552594121878"
"C15orf48","0.217457056870896","0.181019852423415","0.229639331463698"
"C15orf62","0.0722152432532348","0.226632432138768","0.749995886598888"
"C16orf54","0.0843975344946596","0.169977436695197","0.619526179193281"
"C16orf74","-0.426669078077837","0.205746279117954","0.0381013012491417"
"C16orf78","-36.5282474764954","3395.38489036983","0.991416359724417"
"C16orf90","0.00300680994682013","0.487965888856969","0.995083525084954"
"C16orf92","0.674012453774921","0.881338495722304","0.444414453177468"
"C17orf100","-0.144344839926219","0.37277059107631","0.69859213036719"
"C17orf107","-0.153254614851955","0.209313387990388","0.464060055645972"
"C19orf25","0.120859256658069","0.364230067086075","0.740024277778379"
"C1orf131","-1.15416230282018","0.520065553709108","0.0264688291516099"
"C1orf141","0.902041978376676","0.609571414131054","0.138927417075191"
"C1orf35","-0.575340036371015","0.382057849106851","0.132093437004267"
"C1orf50","0.647519419209499","0.615781677101899","0.293010383945886"
"C1orf52","0.54928595548149","0.549533898605677","0.317528905716292"
"C1orf53","-0.442485503956801","0.25806420357789","0.0864124602917463"
"C1orf54","0.346567220406814","0.352422885551109","0.325418211789138"
"C1orf56","0.0252339534161823","0.344740975413625","0.941649473117211"
"C1orf74","-0.429866072595151","0.382677643165467","0.26130535979202"
"C1R","-0.107977536888692","0.265432412787933","0.684155906851693"
"C1S","-0.00313863851858682","0.199878901301275","0.987471572595231"
"C20orf202","-0.0673496055923381","0.338053354774441","0.842084601613377"
"C20orf203","0.339654024402592","0.308649479143354","0.271135108628915"
"C2orf80","0.422700525166342","0.634382878822703","0.505208070121686"
"C2orf81","-0.21003555171537","0.246268212607633","0.393729640499406"
"C2orf88","0.101029722157935","0.158596269435704","0.524108832074188"
"C3orf18","-0.139665189472925","0.300260770862579","0.641826684570135"
"C3orf38","0.227963622065284","0.624371250586948","0.715029972264683"
"C3orf52","0.239484150371251","0.310593082060422","0.440674710821379"
"C3orf70","-0.10632560425453","0.166582268569215","0.523293484305355"
"C4orf17","-0.387993551379442","1.37308250754915","0.77750557142074"
"C4orf19","-0.063032788958079","0.14911195997639","0.672498674870803"
"C4orf3","-0.464900736969367","0.601849304081696","0.439845744217707"
"C4orf33","0.128004278370301","0.338757891964637","0.705531920230366"
"C4orf36","-0.17265233959307","0.298540904773304","0.563047724232609"
"C4orf50","0.12887246921272","0.383026286791545","0.73652510341003"
"C4orf51","-0.00993184573976458","0.18406699176509","0.956968804083517"
"C6orf62","0.116955806257168","0.562673265649099","0.835340306677675"
"C6orf89","-0.134891697363991","0.536789374887161","0.801587176328225"
"C7orf33","0.161169512843757","0.262312206458775","0.538938712076684"
"C8orf48","-0.0521954728641061","0.18663400094969","0.779732580394929"
"CA5B","-0.0916992406568095","0.318720370136107","0.77356824715462"
"CABP1","0.346557841546117","0.287599584380005","0.228202842336803"
"CABP2","-6.9383981142034","662.430408907013","0.991642987044847"
"CABP4","-0.282447288566437","0.238411438857698","0.236133997214331"
"CABP5","0.909094967085745","1.69970939752597","0.592751389877666"
"CABP7","-0.032819590686066","0.159683485711477","0.837158825592806"
"CADPS","0.1279014442593","0.189082057376926","0.4987654324361"
"CADPS2","-0.0193644446459971","0.19394891472974","0.920468956618677"
"CALCRL","0.161784039302331","0.239043387321687","0.498534252441627"
"CALM1","0.582209332459811","0.560981905289721","0.299344657292246"
"CALM2","0.526221598905792","0.574224996155507","0.359455480478206"
"CALM3","0.66439878420612","0.564449709141422","0.239166178536487"
"CAMK1","-0.18694693752226","0.370816207375787","0.614156074479394"
"CAMK4","0.0674201552976079","0.172435497390809","0.695806341456869"
"CAMKK1","0.287062014339303","0.342873164451986","0.402466059579742"
"CAMKK2","0.201701959638892","0.802020759105358","0.801433597267401"
"CAMKV","0.206922754526427","0.123643896992323","0.0942214411548974"
"CAP1","0.276578993544988","0.583317386657639","0.635394101162935"
"CAP2","0.0441036695484502","0.249132911043642","0.859485864611772"
"CAPG","0.280950754934858","0.346447931732034","0.417396366358954"
"CAPN10","-0.447834329253572","0.384732767369893","0.244418336380597"
"CAPN11","0.170940224774454","0.259694566158837","0.510386712381"
"CAPN12","0.152552316303077","0.289737712485724","0.59852788048662"
"CAPN13","-0.155038339380071","0.10620257304069","0.144335152049695"
"CAPN14","-0.342461562447537","0.248042925032996","0.167385240078256"
"CAPS","-0.165631205827672","0.138265334988212","0.23094704847991"
"CASQ1","-0.173496846193383","0.253308033017306","0.493391643766703"
"CAV1","-0.087017776401453","0.246383664958935","0.72395352011011"
"CAV2","-0.0235276463002036","0.218311407873365","0.914177320045228"
"CAV3","-0.115372392782644","0.433230846177201","0.790002807670467"
"CBLB","-0.411000991321041","0.452071062103191","0.363270269593631"
"CBLC","0.492880727245705","0.277141266981274","0.0753306632627172"
"CBY1","-0.0830280196020138","0.431292449373627","0.847342898671708"
"CCDC110","-0.0952216461586403","0.284751592366931","0.738075848414083"
"CCDC112","0.739963102496247","0.462701477265042","0.109770937735883"
"CCDC113","0.0336119453832311","0.298012729293414","0.910199468476817"
"CCDC115","-0.110030675646928","0.515081363348455","0.830844923615184"
"CCDC116","0.215889302178569","0.394159407461307","0.583883634357042"
"CCDC117","-1.16074417247989","0.601316346453112","0.0535648935491205"
"CCDC144A","0.113880903396459","0.183124756179048","0.534023362476693"
"CCDC150","-0.148511639596131","0.272363728165712","0.585568163331631"
"CCDC152","-0.226354153726992","0.236042016949042","0.337580388016952"
"CCDC153","-0.12177676032458","0.243012537594925","0.616291544434915"
"CCDC154","0.144623812781169","0.215150578342527","0.501457582119508"
"CCDC157","-0.49808286133053","0.334545489251949","0.136530958868148"
"CCDC158","0.32375668514765","0.196577463678943","0.0995647353522279"
"CCDC159","-0.230543331695563","0.335922093757869","0.492523951320475"
"CCDC3","0.180100946671619","0.212471519454595","0.396634327194867"
"CCDC30","-0.161016784822445","0.298435448537149","0.589516793966043"
"CCDC33","0.120619651423317","0.269509532891162","0.654476227443284"
"CCDC34","-0.0368359195683475","0.298940006442047","0.901931479418092"
"CCDC38","0.330464136682303","0.550177983338337","0.548073453742013"
"CCDC39","-0.209070433683135","0.265004617208256","0.430152168297405"
"CCDC50","-0.0423628949102585","0.441806966160565","0.923611487365993"
"CCDC51","-0.00450050625675194","0.495895504378366","0.992758887440737"
"CCDC54","0.365516937663393","0.442028332317757","0.408288986279059"
"CCDC57","-0.352053171878035","0.346057830949849","0.308999000040088"
"CCDC59","-0.00876800113914788","0.510101473471098","0.986286045764512"
"CCDC6","0.219947384848587","0.39264923542718","0.575368589817886"
"CCDC7","0.501417985397397","0.456400502758628","0.27192690422579"
"CCDC70","-32.8930091345922","4053.84585792239","0.993526015273494"
"CCDC71","-0.350129809434005","0.529893388985784","0.508769320827514"
"CCDC73","-0.029649471926134","0.330232231913478","0.928459100699035"
"CCDC77","-0.0124867758050736","0.328532391943759","0.969681505836273"
"CCDC78","0.22654439563017","0.171719493502717","0.187078825684685"
"CCDC81","0.575559290174745","0.282371960776139","0.0415197549415787"
"CCDC9","0.155530849998669","0.387276916035903","0.687977592600667"
"CCDC97","0.387758100010067","0.509417032769944","0.446549511922754"
"CCIN","0.242374433168693","0.289990055154421","0.403265980852014"
"CCL20","0.15228463612749","0.131597050820129","0.247189016036844"
